30-3-2007 17:12;;;;

Landbouwer;gerrit;;;



Delta;Prijs;Product;Tendens;Bedrijf 1 Ronde 1
Delta;Prijs;Uitgaven;Tendens;Bedrijf 1 Ronde 1
Delta;Hoeveelheid;Product;Tendens;bedrijf 1 ronde 1
Delta;Hoeveelheid;Uitgaven;Tendens;bedrijf 1 ronde 1





 ;;;;
Alea Rendement;     Bedrijf 1 Ronde 1;;;;;;;;;;;

Product;Categorie;Basis;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Voederbieten;Voederbieten;1;1;1;1;1;1;1;1;1;1;1
Waspeen;Waspeen;1;1;1;1;1;1;1;1;1;1;1
Wintergerst;Wintergerst;1;1;1;1;1;1;1;1;1;1;1
Winterpeen;Winterpeen;1;1;1;1;1;1;1;1;1;1;1
Wintertarwe;Wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Witlof;Witlof;1;1;1;1;1;1;1;1;1;1;1
Witte bonen;Witte bonen;1;1;1;1;1;1;1;1;1;1;1
Witte kool;Witte kool;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €1000;Zaaikl. verhuurd €1000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €2000;Zaaikl. verhuurd €2000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €3000;Zaaikl. verhuurd €3000;1;1;1;1;1;1;1;1;1;1;1
Zomergerst;Zomergerst;1;1;1;1;1;1;1;1;1;1;1
Zomertarwe;Zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Asperges;Asperges;1;1;1;1;1;1;1;1;1;1;1
Bio cons. aardappelen;Bio cons. aardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio pootaardappelen;Bio pootaardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio bruine bonen;Bio bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Bio stamslabonen;Bio stamslabonen;1;1;1;1;1;1;1;1;1;1;1
Bio tuinbonen;Bio tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Bio doperwten;Bio doperwten;1;1;1;1;1;1;1;1;1;1;1
Bio wintergerst;Bio wintergerst;1;1;1;1;1;1;1;1;1;1;1
Bio zomergerst;Bio zomergerst;1;1;1;1;1;1;1;1;1;1;1
Bio haver;Bio haver;1;1;1;1;1;1;1;1;1;1;1
Bio wintertarwe;Bio wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio zomertarwe;Bio zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio knolselderij;Bio knolselderij;1;1;1;1;1;1;1;1;1;1;1
Bio winterpeen;Bio winterpeen;1;1;1;1;1;1;1;1;1;1;1
Bio zaaiuien;Bio zaaiuien;1;1;1;1;1;1;1;1;1;1;1
Bio luzerne;Bio luzerne;1;1;1;1;1;1;1;1;1;1;1
Bio suikerbieten;Bio suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Bio kroten;Bio kroten;1;1;1;1;1;1;1;1;1;1;1
Bio witlofwortel;Bio witlofwortel;1;1;1;1;1;1;1;1;1;1;1
Blauwmaanzaad;Blauwmaanzaad;1;1;1;1;1;1;1;1;1;1;1
Tulpen;Tulpen;1;1;1;1;1;1;1;1;1;1;1
Braakland;Braakland;1;1;1;1;1;1;1;1;1;1;1
Braakland regio 2;Braakland regio 2;1;1;1;1;1;1;1;1;1;1;1
Bruine bonen;Bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Cichorei;Cichorei;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen hoge norm;Consumptieaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen overig;Consumptieaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen lage norm;Consumptieaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Conservenerwten;Conservenerwten;1;1;1;1;1;1;1;1;1;1;1
Zetmeelaardappelen;Zetmeelaardappelen;1;1;1;1;1;1;1;1;1;1;1
Geen;Geen;1;1;1;1;1;1;1;1;1;1;1
Grasland met beweiden;Grasland met beweiden;1;1;1;1;1;1;1;1;1;1;1
Grasland met volledig maaien;Grasland met volledig maaien;1;1;1;1;1;1;1;1;1;1;1
Graszaad. Engels raaigras. 1e jaars;Graszaad Engels raaigras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. roodzwenkgras. 1e jaars;Graszaad roodzwenkgras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. rietzwenkgras;graszaad rietzwenkgras;1;1;1;1;1;1;1;1;1;1;1
Graszaad. veldbeemd;Graszaad veldbeemd;1;1;1;1;1;1;1;1;1;1;1
Graszaad. westerwolds;Graszaad westerwolds;1;1;1;1;1;1;1;1;1;1;1
Groene erwten;Groene erwten;1;1;1;1;1;1;1;1;1;1;1
Haver;Haver;1;1;1;1;1;1;1;1;1;1;1
Kapucijners;Kapucijners;1;1;1;1;1;1;1;1;1;1;1
Karwijzaad;Karwijzaad;1;1;1;1;1;1;1;1;1;1;1
Knolselderij;Knolselderij;1;1;1;1;1;1;1;1;1;1;1
Koolzaad;Koolzaad;1;1;1;1;1;1;1;1;1;1;1
Korrelmaïs;Korrelmaïs;1;1;1;1;1;1;1;1;1;1;1
Kunstweide;Kunstweide;1;1;1;1;1;1;1;1;1;1;1
Luzerne;Luzerne;1;1;1;1;1;1;1;1;1;1;1
Natuur. faunarand;Natuur faunarand;1;1;1;1;1;1;1;1;1;1;1
Natuur. akkerflora;Natuur akkerflora;1;1;1;1;1;1;1;1;1;1;1
Akkerbouw overig;Akkerbouw overig;1;1;1;1;1;1;1;1;1;1;1
Ov. tuinbouw;Ov. tuinbouw;1;1;1;1;1;1;1;1;1;1;1
Ui. zaaiui. overig;Ui en zaaiui en overig;1;1;1;1;1;1;1;1;1;1;1
Winterui. 2e jaars plantui;Winterui en 2e jaars plantui;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen hoge norm;Pootaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen overig;Pootaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen lage norm;Pootaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Prei;Prei;1;1;1;1;1;1;1;1;1;1;1
Winterrogge;Winterrogge;1;1;1;1;1;1;1;1;1;1;1
Schorseneer;Schorseneren;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven met derogatie;Snijmaïs bedrijven met derogatie;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven zonder derogatie;Snijmaïs bedrijven zonder derogatie;1;1;1;1;1;1;1;1;1;1;1
Spinazie;Spinazie;1;1;1;1;1;1;1;1;1;1;1
Spruitkool;Spruitkool;1;1;1;1;1;1;1;1;1;1;1
Stam-. stokboon. vers;Stam en stokboon vers;1;1;1;1;1;1;1;1;1;1;1
Suikerbieten;Suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Triticale;Triticale;1;1;1;1;1;1;1;1;1;1;1
Tuinbonen;Tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Valeriaan;Valeriaan;1;1;1;1;1;1;1;1;1;1;1
Veld- en tuinbonen. vers + rijp zaad;Veld en tuinbonen vers en rijp zaad;1;1;1;1;1;1;1;1;1;1;1
Vlas;Vlas;1;1;1;1;1;1;1;1;1;1;1
Voederbieten;Voederbieten;1;1;1;1;1;1;1;1;1;1;1
Waspeen;Waspeen;1;1;1;1;1;1;1;1;1;1;1
Wintergerst;Wintergerst;1;1;1;1;1;1;1;1;1;1;1
Winterpeen;Winterpeen;1;1;1;1;1;1;1;1;1;1;1
Wintertarwe;Wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Witlof;Witlof;1;1;1;1;1;1;1;1;1;1;1
Witte bonen;Witte bonen;1;1;1;1;1;1;1;1;1;1;1
Witte kool;Witte kool;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €1000;Zaaikl. verhuurd €1000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €2000;Zaaikl. verhuurd €2000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €3000;Zaaikl. verhuurd €3000;1;1;1;1;1;1;1;1;1;1;1
Zomergerst;Zomergerst;1;1;1;1;1;1;1;1;1;1;1
Zomertarwe;Zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Asperges;Asperges;1;1;1;1;1;1;1;1;1;1;1
Bio cons. aardappelen;Bio cons. aardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio pootaardappelen;Bio pootaardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio bruine bonen;Bio bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Bio stamslabonen;Bio stamslabonen;1;1;1;1;1;1;1;1;1;1;1
Bio tuinbonen;Bio tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Bio doperwten;Bio doperwten;1;1;1;1;1;1;1;1;1;1;1
Bio wintergerst;Bio wintergerst;1;1;1;1;1;1;1;1;1;1;1
Bio zomergerst;Bio zomergerst;1;1;1;1;1;1;1;1;1;1;1
Bio haver;Bio haver;1;1;1;1;1;1;1;1;1;1;1
Bio wintertarwe;Bio wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio zomertarwe;Bio zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio knolselderij;Bio knolselderij;1;1;1;1;1;1;1;1;1;1;1
Bio winterpeen;Bio winterpeen;1;1;1;1;1;1;1;1;1;1;1
Bio zaaiuien;Bio zaaiuien;1;1;1;1;1;1;1;1;1;1;1
Bio luzerne;Bio luzerne;1;1;1;1;1;1;1;1;1;1;1
Bio suikerbieten;Bio suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Bio kroten;Bio kroten;1;1;1;1;1;1;1;1;1;1;1
Bio witlofwortel;Bio witlofwortel;1;1;1;1;1;1;1;1;1;1;1
Blauwmaanzaad;Blauwmaanzaad;1;1;1;1;1;1;1;1;1;1;1
Tulpen;Tulpen;1;1;1;1;1;1;1;1;1;1;1
Braakland;Braakland;1;1;1;1;1;1;1;1;1;1;1
Braakland regio 2;Braakland regio 2;1;1;1;1;1;1;1;1;1;1;1
Bruine bonen;Bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Cichorei;Cichorei;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen hoge norm;Consumptieaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen overig;Consumptieaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen lage norm;Consumptieaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Conservenerwten;Conservenerwten;1;1;1;1;1;1;1;1;1;1;1
Zetmeelaardappelen;Zetmeelaardappelen;1;1;1;1;1;1;1;1;1;1;1
Geen;Geen;1;1;1;1;1;1;1;1;1;1;1
Grasland met beweiden;Grasland met beweiden;1;1;1;1;1;1;1;1;1;1;1
Grasland met volledig maaien;Grasland met volledig maaien;1;1;1;1;1;1;1;1;1;1;1
Graszaad. Engels raaigras. 1e jaars;Graszaad Engels raaigras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. roodzwenkgras. 1e jaars;Graszaad roodzwenkgras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. rietzwenkgras;graszaad rietzwenkgras;1;1;1;1;1;1;1;1;1;1;1
Graszaad. veldbeemd;Graszaad veldbeemd;1;1;1;1;1;1;1;1;1;1;1
Graszaad. westerwolds;Graszaad westerwolds;1;1;1;1;1;1;1;1;1;1;1
Groene erwten;Groene erwten;1;1;1;1;1;1;1;1;1;1;1
Haver;Haver;1;1;1;1;1;1;1;1;1;1;1
Kapucijners;Kapucijners;1;1;1;1;1;1;1;1;1;1;1
Karwijzaad;Karwijzaad;1;1;1;1;1;1;1;1;1;1;1
Knolselderij;Knolselderij;1;1;1;1;1;1;1;1;1;1;1
Koolzaad;Koolzaad;1;1;1;1;1;1;1;1;1;1;1
Korrelmaïs;Korrelmaïs;1;1;1;1;1;1;1;1;1;1;1
Kunstweide;Kunstweide;1;1;1;1;1;1;1;1;1;1;1
Luzerne;Luzerne;1;1;1;1;1;1;1;1;1;1;1
Natuur. faunarand;Natuur faunarand;1;1;1;1;1;1;1;1;1;1;1
Natuur. akkerflora;Natuur akkerflora;1;1;1;1;1;1;1;1;1;1;1
Akkerbouw overig;Akkerbouw overig;1;1;1;1;1;1;1;1;1;1;1
Ov. tuinbouw;Ov. tuinbouw;1;1;1;1;1;1;1;1;1;1;1
Ui. zaaiui. overig;Ui en zaaiui en overig;1;1;1;1;1;1;1;1;1;1;1
Winterui. 2e jaars plantui;Winterui en 2e jaars plantui;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen hoge norm;Pootaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen overig;Pootaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen lage norm;Pootaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Prei;Prei;1;1;1;1;1;1;1;1;1;1;1
Winterrogge;Winterrogge;1;1;1;1;1;1;1;1;1;1;1
Schorseneer;Schorseneren;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven met derogatie;Snijmaïs bedrijven met derogatie;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven zonder derogatie;Snijmaïs bedrijven zonder derogatie;1;1;1;1;1;1;1;1;1;1;1
Spinazie;Spinazie;1;1;1;1;1;1;1;1;1;1;1
Spruitkool;Spruitkool;1;1;1;1;1;1;1;1;1;1;1
Stam-. stokboon. vers;Stam en stokboon vers;1;1;1;1;1;1;1;1;1;1;1
Suikerbieten;Suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Triticale;Triticale;1;1;1;1;1;1;1;1;1;1;1
Tuinbonen;Tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Valeriaan;Valeriaan;1;1;1;1;1;1;1;1;1;1;1
Veld- en tuinbonen. vers + rijp zaad;Veld en tuinbonen vers en rijp zaad;1;1;1;1;1;1;1;1;1;1;1
Vlas;Vlas;1;1;1;1;1;1;1;1;1;1;1
Voederbieten;Voederbieten;1;1;1;1;1;1;1;1;1;1;1
Waspeen;Waspeen;1;1;1;1;1;1;1;1;1;1;1
Wintergerst;Wintergerst;1;1;1;1;1;1;1;1;1;1;1
Winterpeen;Winterpeen;1;1;1;1;1;1;1;1;1;1;1
Wintertarwe;Wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Witlof;Witlof;1;1;1;1;1;1;1;1;1;1;1
Witte bonen;Witte bonen;1;1;1;1;1;1;1;1;1;1;1
Witte kool;Witte kool;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €1000;Zaaikl. verhuurd €1000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €2000;Zaaikl. verhuurd €2000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €3000;Zaaikl. verhuurd €3000;1;1;1;1;1;1;1;1;1;1;1
Zomergerst;Zomergerst;1;1;1;1;1;1;1;1;1;1;1
Zomertarwe;Zomertarwe;1;1;1;1;1;1;1;1;1;1;1
opfok door derden;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1
overige dierkosten;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1


Gewassen;;;;;;;;;;;
NAAM;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Asperges;gewassen;10;10;10;10;10;10;10;10;10;10
Tulpen;gewassen;20;10;10;10;10;10;10;10;10;10

Dieren;;;;;;;;;;;
Naam;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Melkkoeien;Rundvee;50;50;50;50;50;50;50;50;50;50

VasteActiva;;;;;;;;;;;
Naam;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Restwaarde;100000;90000;80000;70000;60000;50000;40000;30000;20000;10000;0
Afschrijving;;10007;10008;10009;10010;10011;10012;10013;10014;10015;10016
Aankoop;;;;;;;;;;;

Financiën;;;;;;;;;;;
Naam;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Schuld;50000;50000;50000;50000;50000;50000;50000;50000;50000;50000;50000
Vergoeding;;;;;;;;;;;
Rente;0;5007;5008;5009;5010;5011;5012;5013;5014;5015;5016

Vaste kosten;;;;;;;;;;;
NAAM;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Betaalde arbeid;Constante kosten;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016

Variabelen;;;;;;;;;;;
NAAM;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Ton fokzeugenmest;Dierlijke mest;3007;3008;3009;3010;3011;3012;3013;3014;3015;3016

Inventaris;;;;;;;;;;;
NAAM;;;;;;
grond b;500000;10;2003;N;50;Zonder
gebouw b;300000;10;2003;D;30;Normaal
machine b;150000;10;2003;L;12;Normaal
quota b;60000;10;2003;L;8;Normaal
overig b;10000;10;2003;D;30;Zonder
grond 1;1;10;2007;N;50;Zonder
grond 2;1;10;2008;N;50;Zonder
grond 3;1;10;2009;N;50;Zonder
grond 4;1;10;2010;N;50;Zonder
grond 5;1;11;2011;N;50;Zonder
grond 6;1;11;2012;N;50;Zonder
grond 7;1;11;2013;N;50;Zonder
grond 8;1;11;2014;N;50;Zonder
grond 9;1;11;2015;N;50;Zonder
grond 10;1;11;2016;N;50;Zonder
gebouw 1;1;7;2007;D;30;Normaal
gebouw 2;1;7;2008;D;30;Normaal
gebouw 3;1;7;2009;D;30;Normaal
gebouw 4;1;7;2010;D;30;Normaal
gebouw 5;1;7;2011;D;30;Normaal
gebouw 6;1;7;2012;D;30;Normaal
gebouw 7;1;7;2013;D;30;Normaal
gebouw 8;1;7;2014;D;30;Normaal
gebouw 9;1;7;2015;D;30;Normaal
gebouw 10;1;7;2016;D;30;Normaal
machine 1;18000;6;2007;L;12;Normaal
machine 2;15000;6;2008;L;12;Normaal
machine 3;1;6;2009;L;12;Normaal
machine 4;1;6;2010;L;12;Normaal
machine 5;1;6;2011;L;12;Normaal
machine 6;5000;6;2012;L;12;Normaal
machine 7;1;6;2013;L;12;Normaal
machine 8;5000;6;2014;L;12;Normaal
machine 9;1;6;2015;L;12;Normaal
machine 10;1;6;2016;L;12;Normaal
quota 1;1;5;2007;L;8;Normaal
quota 2;1;5;2008;L;7;Normaal
quota 3;1;5;2009;L;6;Normaal
quota 4;1;5;2010;L;5;Normaal
quota 5;1;5;2011;L;4;Normaal
quota 6;1;5;2012;L;3;Normaal
quota 7;1;5;2013;L;2;Normaal
quota 8;1;5;2014;L;1;Normaal
quota 9;1;5;2015;L;1;Normaal
quota 10;1;5;2016;L;1;Normaal
overig 1;1;4;2007;D;30;Zonder
overig 2;1;4;2008;D;30;Zonder
overig 3;1;4;2009;D;30;Zonder
overig 4;1;4;2010;D;30;Zonder
overig 5;1;4;2011;D;30;Zonder
overig 6;1;4;2012;D;30;Zonder
overig 7;1;4;2013;D;30;Zonder
overig 8;1;4;2014;D;30;Zonder
overig 9;1;4;2015;D;30;Zonder
overig 10;1;4;2016;D;30;Zonder

Klein Materiaal;;;;;;
;2007;107;Zonder;;;
;2008;108;Zonder;;;
;2009;109;;;;
;2010;110;;;;
;2011;111;;;;
;2012;112;;;;
;2013;113;;;;;;;;;
;204;114;;;;;;;;;
;2015;115;;;;;;;;;
;2016;116;;;;;;;;;

DIVERSE INKOMSTEN;;;;;;;;;;;
NAAM;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Verhuur quota;Andere opbrengsten;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Verhuur toeslagrechten;Andere opbrengsten;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Opbrengst energie;Andere opbrengsten;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Andere opbrengsten;Andere opbrengsten;  ;  ;  ;  ;  ;  ;  ;  ;  ;  

DIVERSE UITGAVEN;;;;;;;;;;;
NAAM;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Huur quota;Andere kosten;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Huur toeslagrechten;Andere kosten;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Kosten energie;Andere kosten;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Andere kosten;Andere kosten;  ;  ;  ;  ;  ;  ;  ;  ;  ;  

Privé inkomsten;;;;;;;;;;;
NAAM;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Arbeid;Inkomen buiten bedrijf;10;10;10;10;10;10;10;  ;  ;  
Vermogen;Inkomen buiten bedrijf;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Ander inkomen buiten bedrijf;Inkomen buiten bedrijf;  ;  ;  ;  ;  ;  ;  ;  ;  ;  

Privé uitgaven;;;;;;;;;;;
NAAM;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Kosten arbeid en vermogen;Uitgaven buiten bedrijf;10;10;10;10;10;10;10;10;  ;  
Belastingen;Uitgaven buiten bedrijf;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gezinsuitgaven;Uitgaven buiten bedrijf;  ;  ;  ;  ;  ;  ;  ;  ;  ;  



Landbouwer;gerrit 2;;;;;;;;;;



Gewassen;;;;;;;;;;;
Naam;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Gewas 1;Gewassen;12;13;14;15;16;17;18;19;20;21
Gewas 2;Gewassen;10;10;10;10;10;10;10;10;10;10


DIEREN;;;;;;;;;;;
Naam;Categorie;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Melkkoeien;Melkvee;52;52;52;52;52;52;52;52;52;52
